0000000001308,00020.377879
0000000001309,00020.392937
0000000001310,00020.407900
0000000001311,00020.423058
0000000001312,00020.437883
0000000001313,00020.458375
0000000001314,00020.472958
0000000001315,00020.487929
0000000001316,00020.503220
0000000001317,00020.518132
0000000001318,00020.533058
0000000001319,00020.547920
0000000001320,00020.563057
0000000001321,00020.577940
0000000001322,00020.597931
0000000001323,00020.613070
0000000001324,00020.628117
0000000001325,00020.642881
0000000001326,00020.657896
0000000001327,00020.672899
0000000001328,00020.687932
0000000001329,00020.702875
0000000001330,00020.723126
0000000001331,00020.737914
0000000001332,00020.753037
0000000001333,00020.767910
0000000001334,00020.782928
0000000001335,00020.797895
0000000001336,00020.813108
0000000001337,00020.828144
0000000001338,00020.842827
0000000001339,00020.863110
0000000001340,00020.877941
0000000001341,00020.892800
0000000001342,00020.907958
0000000001343,00020.922863
0000000001344,00020.938067
0000000001345,00020.952859
0000000001346,00020.967897
0000000001347,00020.987909
0000000001348,00021.002971
0000000001349,00021.017952
0000000001350,00021.032926
0000000001351,00021.047900
0000000001352,00021.062961
0000000001353,00021.077890
0000000001354,00021.092890
0000000001355,00021.112936
0000000001356,00021.127851
0000000001357,00021.142948
0000000001358,00021.157901
0000000001359,00021.172908
0000000001360,00021.187906
0000000001361,00021.202937
0000000001362,00021.217941
0000000001363,00021.232898
0000000001364,00021.252946
0000000001365,00021.267888
0000000001366,00021.282957
0000000001367,00021.297915
0000000001368,00021.312876
0000000001369,00021.327886
0000000001370,00021.342905
0000000001371,00021.357845
0000000001372,00021.377948
0000000001373,00021.392937
0000000001374,00021.407827
0000000001375,00021.422930
0000000001376,00021.437931
0000000001377,00021.452936
0000000001378,00021.469018
0000000001379,00021.483907
0000000001380,00021.499020
0000000001381,00021.513882
0000000001382,00021.533948
0000000001383,00021.548963
0000000001384,00021.563901
0000000001385,00021.578919
0000000001386,00021.593924
0000000001387,00021.608915
0000000001388,00021.623983
0000000001389,00021.638834
0000000001390,00021.658938
0000000001391,00021.673900
0000000001392,00021.688899
0000000001393,00021.703956
0000000001394,00021.718954
0000000001395,00021.733916
0000000001396,00021.748955
0000000001397,00021.763960
0000000001398,00021.778979
0000000001399,00021.798979
0000000001400,00021.813979
0000000001401,00021.828918
0000000001402,00021.843991
0000000001403,00021.858961
0000000001404,00021.873952
0000000001405,00021.888895
0000000001406,00021.903915
0000000001407,00021.924013
0000000001408,00021.938969
0000000001409,00021.953940
0000000001410,00021.968964
0000000001411,00021.984006
0000000001412,00021.998944
0000000001413,00022.013948
0000000001414,00022.029038
0000000001415,00022.048988
0000000001416,00022.063994
0000000001417,00022.078928
0000000001418,00022.093983
0000000001419,00022.108914
0000000001420,00022.123951
0000000001421,00022.138975
0000000001422,00022.153917
0000000001423,00022.168886
0000000001424,00022.188986
0000000001425,00022.203931
0000000001426,00022.218934
0000000001427,00022.234043
0000000001428,00022.249958
0000000001429,00022.264973
0000000001430,00022.279989
0000000001431,00022.294906
0000000001432,00022.309944
0000000001433,00022.324958
0000000001434,00022.344984
0000000001435,00022.359944
0000000001436,00022.375088
0000000001437,00022.389936
0000000001438,00022.405057
0000000001439,00022.420005
0000000001440,00022.434957
0000000001441,00022.449995
0000000001442,00022.470154
0000000001443,00022.485052
0000000001444,00022.500059
0000000001445,00022.515041
0000000001446,00022.529982
0000000001447,00022.544986
0000000001448,00022.560140
0000000001449,00022.574923
0000000001450,00022.595084
0000000001451,00022.609975
0000000001452,00022.624914
0000000001453,00022.639958
0000000001454,00022.654948
0000000001455,00022.669949
0000000001456,00022.684950
0000000001457,00022.699950
0000000001458,00022.714911
0000000001459,00022.734961
0000000001460,00022.749963
0000000001461,00022.765149
0000000001462,00022.780026
0000000001463,00022.795011
0000000001464,00022.809907
0000000001465,00022.824954
0000000001466,00022.840007
0000000001467,00022.860011
0000000001468,00022.875008
0000000001469,00022.890035
0000000001470,00022.904943
0000000001471,00022.919973
0000000001472,00022.935020
0000000001473,00022.950028
0000000001474,00022.964929
0000000001475,00022.985062
0000000001476,00022.999939
0000000001477,00023.014967
0000000001478,00023.029955
0000000001479,00023.044921
0000000001480,00023.059987
0000000001481,00023.074991
0000000001482,00023.089900
0000000001483,00023.105036
0000000001484,00023.124977
0000000001485,00023.139963
0000000001486,00023.154992
0000000001487,00023.170036
0000000001488,00023.184966
0000000001489,00023.200058
0000000001490,00023.214953
0000000001491,00023.229994
0000000001492,00023.249988
0000000001493,00023.264979
0000000001494,00023.279962
0000000001495,00023.294961
0000000001496,00023.309992
0000000001497,00023.324963
0000000001498,00023.339957
0000000001499,00023.354994
0000000001500,00023.374981
0000000001501,00023.390079
0000000001502,00023.404981
0000000001503,00023.419938
0000000001504,00023.435013
0000000001505,00023.450075
0000000001506,00023.464979
0000000001507,00023.480040
0000000001508,00023.495173
0000000001509,00023.515010
0000000001510,00023.530012
0000000001511,00023.545053
0000000001512,00023.560056
0000000001513,00023.575009
0000000001514,00023.590069
0000000001515,00023.605081
0000000001516,00023.619974
0000000001517,00023.640019
0000000001518,00023.654964
0000000001519,00023.670022
0000000001520,00023.685010
0000000001521,00023.700019
0000000001522,00023.714985
0000000001523,00023.730081
0000000001524,00023.745001
0000000001525,00023.765075
0000000001526,00023.779960
0000000001527,00023.794958
0000000001528,00023.810033
0000000001529,00023.824985
0000000001530,00023.840032
0000000001531,00023.855054
0000000001532,00023.870019
0000000001533,00023.884954
0000000001534,00023.904987
0000000001535,00023.920017
0000000001536,00023.934940
0000000001537,00023.950035
0000000001538,00023.964965
0000000001539,00023.979937
0000000001540,00023.994926
0000000001541,00024.010008
0000000001542,00024.030078
0000000001543,00024.045082
0000000001544,00024.060072
0000000001545,00024.075046
0000000001546,00024.090018
0000000001547,00024.105040
0000000001548,00024.119977
0000000001549,00024.134992
0000000001550,00024.155025
0000000001551,00024.169997
0000000001552,00024.185001
0000000001553,00024.199995
0000000001554,00024.214934
0000000001555,00024.230019
0000000001556,00024.245142
0000000001557,00024.266708
0000000001558,00024.279045
0000000001559,00024.294146
0000000001560,00024.309060
0000000001561,00024.324051
0000000001562,00024.338930
0000000001563,00024.354172
0000000001564,00024.369135
0000000001565,00024.389131
0000000001566,00024.404007
0000000001567,00024.419178
0000000001568,00024.434053
0000000001569,00024.449032
0000000001570,00024.464088
0000000001571,00024.479038
0000000001572,00024.494077
0000000001573,00024.508989
0000000001574,00024.529139
0000000001575,00024.544013
0000000001576,00024.559180
0000000001577,00024.574148
0000000001578,00024.589114
0000000001579,00024.604025
0000000001580,00024.619083
0000000001581,00024.633997
0000000001582,00024.654138
0000000001583,00024.669235
0000000001584,00024.684129
0000000001585,00024.699065
0000000001586,00024.714083
0000000001587,00024.729015
0000000001588,00024.744121
0000000001589,00024.760179
0000000001590,00024.774995
0000000001591,00024.789953
0000000001592,00024.810080
0000000001593,00024.825087
0000000001594,00024.840023
0000000001595,00024.855098
0000000001596,00024.870119
0000000001597,00024.885084
0000000001598,00024.900157
0000000001599,00024.915125
0000000001600,00024.930034
0000000001601,00024.950067
0000000001602,00024.965154
0000000001603,00024.980091
0000000001604,00024.995236
0000000001605,00025.010084
0000000001606,00025.025042
0000000001607,00025.040207
0000000001608,00025.055110
0000000001609,00025.075154
0000000001610,00025.090147
0000000001611,00025.105177
0000000001612,00025.120207
0000000001613,00025.135238
0000000001614,00025.150167
0000000001615,00025.165372
0000000001616,00025.180185
0000000001617,00025.200091
0000000001618,00025.215196
0000000001619,00025.230218
0000000001620,00025.245023
0000000001621,00025.260230
0000000001622,00025.275040
0000000001623,00025.290097
0000000001624,00025.304968
0000000001625,00025.320129
0000000001626,00025.340157
0000000001627,00025.355169
0000000001628,00025.370169
0000000001629,00025.385131
0000000001630,00025.400080
0000000001631,00025.415242
0000000001632,00025.430039
0000000001633,00025.445042
0000000001634,00025.465138
0000000001635,00025.480218
0000000001636,00025.495079
0000000001637,00025.510196
0000000001638,00025.525099
0000000001639,00025.540081
0000000001640,00025.555219
0000000001641,00025.570071
0000000001642,00025.590120
0000000001643,00025.605086
0000000001644,00025.620019
0000000001645,00025.635152
0000000001646,00025.650211
0000000001647,00025.665181
0000000001648,00025.680231
0000000001649,00025.695249
0000000001650,00025.710197
0000000001651,00025.730409
0000000001652,00025.745330
0000000001653,00025.760172
0000000001654,00025.775302
0000000001655,00025.790187
0000000001656,00025.805129
0000000001657,00025.820104
0000000001658,00025.835200
0000000001659,00025.855313
0000000001660,00025.870181
0000000001661,00025.885203
0000000001662,00025.900097
0000000001663,00025.915177
0000000001664,00025.930180
0000000001665,00025.945196
0000000001666,00025.960370
0000000001667,00025.980416
0000000001668,00025.995183
0000000001669,00026.010457
0000000001670,00026.025233
0000000001671,00026.040175
0000000001672,00026.055248
0000000001673,00026.070215
0000000001674,00026.085288
0000000001675,00026.100133
0000000001676,00026.120223
0000000001677,00026.135228
0000000001678,00026.150167
0000000001679,00026.165403
0000000001680,00026.180142
0000000001681,00026.195250
0000000001682,00026.210191
0000000001683,00026.225135
0000000001684,00026.241162
0000000001685,00026.256237
0000000001686,00026.276290
0000000001687,00026.291232
0000000001688,00026.306185
0000000001689,00026.321126
0000000001690,00026.336268
0000000001691,00026.351217
0000000001692,00026.366307
0000000001693,00026.381182
0000000001694,00026.401369
0000000001695,00026.416235
0000000001696,00026.431299
0000000001697,00026.446158
0000000001698,00026.461228
0000000001699,00026.476345
0000000001700,00026.491251
0000000001701,00026.506164
0000000001702,00026.526391
0000000001703,00026.541433
0000000001704,00026.556222
0000000001705,00026.571420
0000000001706,00026.586206
0000000001707,00026.612885
0000000001708,00026.661835
0000000001709,00026.693813
0000000001710,00026.720804
0000000001711,00026.743724
0000000001712,00026.768644
0000000001713,00026.795200
0000000001714,00026.817991
0000000001715,00026.844567
0000000001716,00026.867897
0000000001717,00026.890641
0000000001718,00026.914585
0000000001719,00026.940722
0000000001720,00026.968275
0000000001721,00026.993860
0000000001722,00027.020387
0000000001723,00027.043766
0000000001724,00027.069553
0000000001725,00027.094224
0000000001726,00027.117305
0000000001727,00027.143181
0000000001728,00027.166239
0000000001729,00027.189867
0000000001730,00027.222796
